"name","age","gender","dimension","value"
"MEP",49,"Female","social",16.1
"MEP",40,"Male","political",43.26
"MEP",40,"Male","social",7.25
"MEP",55,"Male","political",7.91
"MEP",55,"Male","social",42.49
"MEP",45,"Male","political",30.7
"MEP",45,"Male","social",19.56
"MEP",60,"Male","political",13.95
"MEP",60,"Male","social",36.08
"MEP",58,"Male","political",36.28
"MEP",58,"Male","social",13.76
"MEP",44,"Male","political",18.14
"MEP",44,"Male","social",31.86
"MEP",46,"Male","political",49.77
"MEP",46,"Male","social",0
"MEP",72,"Male","political",20.93
"MEP",72,"Male","social",28.81
"MEP",58,"Female","political",28.37
"MEP",58,"Female","social",20.88
"MEP",48,"Male","political",39.07
"MEP",48,"Male","social",10.1
"MEP",51,"Male","political",25.12
"MEP",51,"Male","social",23.98
"MEP",62,"Male","political",11.63
"MEP",62,"Male","social",37.41
"MEP",46,"Male","political",24.65
"MEP",46,"Male","social",24.19
"MEP",63,"Female","political",24.19
"MEP",63,"Female","social",24.54
"MEP",45,"Male","political",32.09
"MEP",45,"Male","social",16.46
"MEP",61,"Male","political",48.37
"MEP",61,"Male","social",0
"MEP",53,"Female","political",47.91
"MEP",53,"Female","social",0
"MEP",55,"Female","political",23.26
"MEP",55,"Female","social",24.64
"MEP",59,"Male","political",37.67
"MEP",59,"Male","social",10.15
"MEP",46,"Female","political",7.91
"MEP",46,"Female","social",39.54
"MEP",66,"Female","political",6.98
"MEP",66,"Female","social",40
"MEP",46,"Female","political",20
"MEP",46,"Female","social",26.98
"MEP",32,"Male","political",46.05
"MEP",32,"Male","social",0.88
"MEP",46,"Male","political",21.4
"MEP",46,"Male","social",25.51
"MEP",46,"Female","political",20
"MEP",46,"Female","social",26.83
"MEP",37,"Male","political",40.47
"MEP",37,"Male","social",5.86
"MEP",46,"Male","political",40.93
"MEP",46,"Male","social",5.37
"MEP",32,"Female","political",10.7
"MEP",32,"Female","social",35.47
"MEP",39,"Male","political",11.63
"MEP",39,"Male","social",34.56
"MEP",50,"Male","political",29.3
"MEP",50,"Male","social",16.81
"MEP",63,"Male","political",35.7
"MEP",63,"Male","social",10.2
"MEP",70,"Male","political",29.77
"MEP",70,"Male","social",16.1
"MEP",64,"Female","political",19.53
"MEP",64,"Female","social",26.27
"MEP",60,"Male","political",45.58
"MEP",60,"Male","social",0
"MEP",51,"Male","political",45.58
"MEP",51,"Male","social",0
"MEP",65,"Male","political",43.26
"MEP",65,"Male","social",2.31
"MEP",53,"Female","political",22.79
"MEP",53,"Female","social",22.66
"MEP",37,"Male","political",26.05
"MEP",37,"Male","social",19.25
"MEP",53,"Female","political",0.93
"MEP",53,"Female","social",43.92
"MEP",61,"Female","political",32.09
"MEP",61,"Female","social",11.73
"MEP",54,"Female","political",18.14
"MEP",54,"Female","social",25.51
"MEP",68,"Male","political",5.58
"MEP",68,"Male","social",38.02
"MEP",53,"Male","political",13.95
"MEP",53,"Male","social",29.63
"MEP",28,"Female","political",12.09
"MEP",28,"Female","social",31.31
"MEP",59,"Male","political",26.05
"MEP",59,"Male","social",17.22
"MEP",65,"Female","political",27.44
"MEP",65,"Female","social",15.29
"MEP",48,"Male","political",40
"MEP",48,"Male","social",2.61
"MEP",68,"Male","political",32.56
"MEP",68,"Male","social",10
"MEP",49,"Male","political",34.42
"MEP",49,"Male","social",7.9
"MEP",31,"Male","political",12.56
"MEP",31,"Male","social",29.63
"MEP",51,"Male","political",38.14
"MEP",51,"Male","social",4
"MEP",31,"Female","political",36.74
"MEP",31,"Female","social",5.27
"MEP",64,"Female","political",27.91
"MEP",64,"Female","social",14.07
"MEP",68,"Male","political",29.77
"MEP",68,"Male","social",11.98
"MEP",56,"Female","political",33.49
"MEP",56,"Female","social",7.97
"MEP",56,"Male","political",38.14
"MEP",56,"Male","social",3.14
"MEP",67,"Male","political",23.72
"MEP",67,"Male","social",17.37
"MEP",50,"Male","political",31.63
"MEP",50,"Male","social",9.29
"MEP",76,"Male","political",18.6
"MEP",76,"Male","social",21.69
"MEP",37,"Female","political",6.98
"MEP",37,"Female","social",33.29
"MEP",42,"Female","political",15.81
"MEP",42,"Female","social",24.44
"MEP",33,"Male","political",21.4
"MEP",33,"Male","social",18.85
"MEP",57,"Male","political",30.23
"MEP",57,"Male","social",9.95
"MEP",58,"Female","political",22.33
"MEP",58,"Female","social",17.83
"MEP",34,"Male","political",13.95
"MEP",34,"Male","social",25.92
"MEP",55,"Female","political",34.42
"MEP",55,"Female","social",5.32
"MEP",34,"Female","political",20.47
"MEP",34,"Female","social",19
"MEP",53,"Male","political",36.74
"MEP",53,"Male","social",2.58
"MEP",45,"Male","political",15.81
"MEP",45,"Male","social",23.47
"MEP",43,"Male","political",22.33
"MEP",43,"Male","social",16.81
"MEP",72,"Male","political",39.07
"MEP",72,"Male","social",0
"MEP",55,"Female","political",39.07
"MEP",55,"Female","social",0
"MEP",59,"Female","political",38.6
"MEP",59,"Female","social",0
"MEP",67,"Male","political",38.14
"MEP",67,"Male","social",0
"MEP",52,"Male","political",38.14
"MEP",52,"Male","social",0
"MEP",68,"Male","political",33.95
"MEP",68,"Male","social",4.08
"MEP",55,"Female","political",12.09
"MEP",55,"Female","social",25.92
"MEP",47,"Male","political",18.14
"MEP",47,"Male","social",19.81
"MEP",64,"Female","political",37.67
"MEP",64,"Female","social",0
"MEP",61,"Male","political",33.02
"MEP",61,"Male","social",4.49
"MEP",33,"Female","political",34.88
"MEP",33,"Female","social",2.56
"MEP",52,"Male","political",21.86
"MEP",52,"Male","social",15.49
"MEP",64,"Male","political",37.21
"MEP",64,"Male","social",0
"MEP",48,"Male","political",37.21
"MEP",48,"Male","social",0
"MEP",42,"Male","political",20
"MEP",42,"Male","social",17.07
"MEP",45,"Female","political",14.42
"MEP",45,"Female","social",22.61
"MEP",42,"Female","political",28.37
"MEP",42,"Female","social",8.68
"MEP",39,"Male","political",13.95
"MEP",39,"Male","social",23.07
"MEP",54,"Male","political",23.26
"MEP",54,"Male","social",13.61
"MEP",53,"Male","political",22.33
"MEP",53,"Male","social",14.47
"MEP",37,"Female","political",27.44
"MEP",37,"Female","social",9.19
"MEP",58,"Female","political",23.72
"MEP",58,"Female","social",12.8
"MEP",52,"Male","political",13.49
"MEP",52,"Male","social",22.92
"MEP",65,"Male","political",33.95
"MEP",65,"Male","social",2.42
"MEP",39,"Female","political",31.16
"MEP",39,"Female","social",4.86
"MEP",54,"Female","political",35.81
"MEP",54,"Female","social",0.14
"MEP",54,"Male","political",26.51
"MEP",54,"Male","social",9.34
"MEP",59,"Male","political",35.81
"MEP",59,"Male","social",0
"MEP",48,"Male","political",30
"MEP",48,"Male","social",5.53
"MEP",57,"Female","political",26.51
"MEP",57,"Female","social",8.61
"MEP",70,"Male","political",34.88
"MEP",70,"Male","social",0
"MEP",44,"Male","political",34.88
"MEP",44,"Male","social",0
"MEP",69,"Male","political",26.98
"MEP",69,"Male","social",7.81
"MEP",54,"Male","political",25.12
"MEP",54,"Male","social",9.53
"MEP",54,"Female","political",31.63
"MEP",54,"Female","social",2.86
"MEP",69,"Female","political",34.42
"MEP",69,"Female","social",0
"MEP",61,"Female","political",34.42
"MEP",61,"Female","social",0
"MEP",32,"Male","political",34.42
"MEP",32,"Male","social",0
"MEP",52,"Male","political",26.05
"MEP",52,"Male","social",8.36
"MEP",46,"Male","political",26.05
"MEP",46,"Male","social",8.22
"MEP",52,"Female","political",19.53
"MEP",52,"Female","social",14.73
"MEP",53,"Female","political",33.02
"MEP",53,"Female","social",1.24
"MEP",35,"Male","political",33.95
"MEP",35,"Male","social",0.17
"MEP",67,"Male","political",20.47
"MEP",67,"Male","social",13.56
"MEP",59,"Female","political",27.91
"MEP",59,"Female","social",6.08
"MEP",40,"Female","political",24.19
"MEP",40,"Female","social",9.8
"MEP",66,"Male","political",33.95
"MEP",66,"Male","social",0
"MEP",53,"Female","political",30.7
"MEP",53,"Female","social",3.22
"MEP",73,"Male","political",33.49
"MEP",73,"Male","social",0
"MEP",64,"Male","political",33.49
"MEP",64,"Male","social",0
"MEP",59,"Female","political",21.86
"MEP",59,"Female","social",11.53
"MEP",39,"Female","political",26.51
"MEP",39,"Female","social",6.29
"MEP",36,"Male","political",30.23
"MEP",36,"Male","social",2.58
"MEP",51,"Female","political",21.4
"MEP",51,"Female","social",11.37
"MEP",68,"Female","political",30.7
"MEP",68,"Female","social",1.9
"MEP",55,"Female","political",32.56
"MEP",55,"Female","social",0
"MEP",64,"Male","political",30.7
"MEP",64,"Male","social",1.41
"MEP",62,"Male","political",32.09
"MEP",62,"Male","social",0
"MEP",66,"Female","political",31.63
"MEP",66,"Female","social",0
"MEP",54,"Female","political",31.63
"MEP",54,"Female","social",0
"MEP",29,"Male","political",31.63
"MEP",29,"Male","social",0
"MEP",36,"Male","political",19.07
"MEP",36,"Male","social",12.44
"MEP",49,"Male","political",31.16
"MEP",49,"Male","social",0
"MEP",41,"Male","political",27.91
"MEP",41,"Male","social",3.08
"MEP",65,"Female","political",30.7
"MEP",65,"Female","social",0
"MEP",61,"Female","political",30.7
"MEP",61,"Female","social",0
"MEP",54,"Male","political",30.7
"MEP",54,"Male","social",0
"MEP",54,"Male","political",30.7
"MEP",54,"Male","social",0
"MEP",61,"Male","political",17.67
"MEP",61,"Male","social",12.9
"MEP",64,"Male","political",30.23
"MEP",64,"Male","social",0
"MEP",49,"Female","political",30.23
"MEP",49,"Female","social",0
"MEP",40,"Female","political",30.23
"MEP",40,"Female","social",0
"MEP",37,"Male","political",25.12
"MEP",37,"Male","social",4.97
"MEP",42,"Male","political",22.79
"MEP",42,"Male","social",7.05
"MEP",71,"Male","political",29.77
"MEP",71,"Male","social",0
"MEP",50,"Female","political",22.79
"MEP",50,"Female","social",6.95
"MEP",31,"Male","political",20.47
"MEP",31,"Male","social",9.22
"MEP",55,"Female","political",23.72
"MEP",55,"Female","social",5.83
"MEP",42,"Female","political",27.91
"MEP",42,"Female","social",1.44
"MEP",47,"Male","political",10.7
"MEP",47,"Male","social",18.54
"MEP",36,"Male","political",27.44
"MEP",36,"Male","social",1.8
"MEP",48,"Female","political",14.42
"MEP",48,"Female","social",14.78
"MEP",49,"Female","political",20.93
"MEP",49,"Female","social",8.25
"MEP",50,"Male","political",19.53
"MEP",50,"Male","social",9.49
"MEP",39,"Female","political",19.53
"MEP",39,"Female","social",9.39
"MEP",50,"Female","political",28.84
"MEP",50,"Female","social",0
"MEP",49,"Female","political",28.84
"MEP",49,"Female","social",0
"MEP",47,"Male","political",28.84
"MEP",47,"Male","social",0
"MEP",45,"Male","political",28.84
"MEP",45,"Male","social",0
"MEP",48,"Male","political",8.37
"MEP",48,"Male","social",20.42
"MEP",72,"Female","political",19.53
"MEP",72,"Female","social",9.14
"MEP",45,"Male","political",18.14
"MEP",45,"Male","social",10.31
"MEP",48,"Male","political",28.37
"MEP",48,"Male","social",0
"MEP",47,"Female","political",28.37
"MEP",47,"Female","social",0
"MEP",59,"Female","political",9.3
"MEP",59,"Female","social",18.9
"MEP",58,"Male","political",14.88
"MEP",58,"Male","social",13.31
"MEP",56,"Female","political",27.91
"MEP",56,"Female","social",0.14
"MEP",61,"Female","political",27.91
"MEP",61,"Female","social",0
"MEP",57,"Male","political",25.58
"MEP",57,"Male","social",2.32
"MEP",42,"Male","political",7.91
"MEP",42,"Male","social",19.92
"MEP",56,"Male","political",26.98
"MEP",56,"Male","social",0.78
"MEP",59,"Male","political",25.58
"MEP",59,"Male","social",2.15
"MEP",67,"Male","political",27.44
"MEP",67,"Male","social",0
"MEP",65,"Male","political",27.44
"MEP",65,"Male","social",0
"MEP",59,"Male","political",27.44
"MEP",59,"Male","social",0
"MEP",55,"Male","political",27.44
"MEP",55,"Male","social",0
"MEP",47,"Male","political",19.07
"MEP",47,"Male","social",8.05
"MEP",71,"Female","political",26.98
"MEP",71,"Female","social",0
"MEP",44,"Female","political",19.53
"MEP",44,"Female","social",7.2
"MEP",36,"Male","political",22.79
"MEP",36,"Male","social",3.95
"MEP",57,"Male","political",26.74
"MEP",57,"Male","social",0
"MEP",69,"Male","political",26.51
"MEP",69,"Male","social",0
"MEP",51,"Female","political",26.51
"MEP",51,"Female","social",0
"MEP",45,"Male","political",26.51
"MEP",45,"Male","social",0
"MEP",43,"Male","political",19.53
"MEP",43,"Male","social",6.95
"MEP",74,"Male","political",26.05
"MEP",74,"Male","social",0
"MEP",45,"Male","political",26.05
"MEP",45,"Male","social",0
"MEP",39,"Male","political",20.93
"MEP",39,"Male","social",5.12
"MEP",37,"Male","political",18.14
"MEP",37,"Male","social",7.71
"MEP",64,"Female","political",25.58
"MEP",64,"Female","social",0.29
"MEP",56,"Female","political",25.81
"MEP",56,"Female","social",0
"MEP",47,"Male","political",25.81
"MEP",47,"Male","social",0
"MEP",31,"Male","political",7.91
"MEP",31,"Male","social",17.68
"MEP",47,"Male","political",25.58
"MEP",47,"Male","social",0
"MEP",44,"Male","political",22.79
"MEP",44,"Male","social",2.58
"MEP",59,"Female","political",13.95
"MEP",59,"Female","social",11.12
"MEP",47,"Female","political",22.79
"MEP",47,"Female","social",2.2
"MEP",38,"Female","political",18.14
"MEP",38,"Female","social",6.64
"MEP",63,"Female","political",22.33
"MEP",63,"Female","social",2.41
"MEP",51,"Male","political",20.47
"MEP",51,"Male","social",4.25
"MEP",55,"Male","political",24.19
"MEP",55,"Male","social",0
"MEP",59,"Male","political",18.6
"MEP",59,"Male","social",5.46
"MEP",46,"Male","political",20.93
"MEP",46,"Male","social",2.61
"MEP",54,"Male","political",16.28
"MEP",54,"Male","social",7.2
"MEP",41,"Male","political",16.28
"MEP",41,"Male","social",7.15
"MEP",51,"Male","political",23.26
"MEP",51,"Male","social",0
"MEP",35,"Female","political",20.47
"MEP",35,"Female","social",2.61
"MEP",44,"Male","political",15.35
"MEP",44,"Male","social",7.66
"MEP",38,"Female","political",20
"MEP",38,"Female","social",2.83
"MEP",43,"Female","political",22.79
"MEP",43,"Female","social",0
"MEP",31,"Male","political",21.4
"MEP",31,"Male","social",1.29
"MEP",54,"Female","political",13.95
"MEP",54,"Female","social",8.46
"MEP",48,"Male","political",22.33
"MEP",48,"Male","social",0
"MEP",46,"Female","political",22.33
"MEP",46,"Female","social",0
"MEP",63,"Male","political",21.4
"MEP",63,"Male","social",0.75
"MEP",57,"Male","political",14.88
"MEP",57,"Male","social",7.03
"MEP",28,"Male","political",4.19
"MEP",28,"Male","social",17.32
"MEP",52,"Male","political",20.93
"MEP",52,"Male","social",0.54
"MEP",52,"Male","political",20
"MEP",52,"Male","social",1.46
"MEP",46,"Female","political",18.14
"MEP",46,"Female","social",3.19
"MEP",66,"Female","political",21.16
"MEP",66,"Female","social",0
"MEP",65,"Male","political",20.93
"MEP",65,"Male","social",0.12
"MEP",67,"Male","political",16.74
"MEP",67,"Male","social",4.03
"MEP",61,"Male","political",13.49
"MEP",61,"Male","social",6.98
"MEP",64,"Male","political",20.47
"MEP",64,"Male","social",0
"MEP",60,"Male","political",20.47
"MEP",60,"Male","social",0
"MEP",55,"Male","political",20.47
"MEP",55,"Male","social",0
"MEP",60,"Female","political",13.49
"MEP",60,"Female","social",6.44
"MEP",45,"Male","political",9.3
"MEP",45,"Male","social",10.41
"MEP",61,"Female","political",19.07
"MEP",61,"Female","social",0
"MEP",61,"Male","political",19.07
"MEP",61,"Male","social",0
"MEP",55,"Female","political",19.07
"MEP",55,"Female","social",0
"MEP",46,"Male","political",19.07
"MEP",46,"Male","social",0
"MEP",45,"Male","political",19.07
"MEP",45,"Male","social",0
"MEP",48,"Male","political",18.6
"MEP",48,"Male","social",0
"MEP",47,"Male","political",18.6
"MEP",47,"Male","social",0
"MEP",57,"Male","political",15.81
"MEP",57,"Male","social",2.46
"MEP",71,"Male","political",18.14
"MEP",71,"Male","social",0
"MEP",53,"Female","political",18.14
"MEP",53,"Female","social",0
"MEP",50,"Male","political",18.14
"MEP",50,"Male","social",0
"MEP",58,"Male","political",17.67
"MEP",58,"Male","social",0
"MEP",53,"Male","political",17.67
"MEP",53,"Male","social",0
"MEP",47,"Male","political",17.67
"MEP",47,"Male","social",0
"MEP",37,"Female","political",15.35
"MEP",37,"Female","social",2.07
"MEP",65,"Male","political",6.98
"MEP",65,"Male","social",10
"MEP",62,"Male","political",16.74
"MEP",62,"Male","social",0
"MEP",40,"Male","political",16.74
"MEP",40,"Male","social",0
"MEP",34,"Male","political",16.74
"MEP",34,"Male","social",0
"MEP",61,"Male","political",16.28
"MEP",61,"Male","social",0
"MEP",63,"Female","political",15.35
"MEP",63,"Female","social",0.88
"MEP",46,"Male","political",12.56
"MEP",46,"Male","social",3.58
"MEP",64,"Male","political",6.51
"MEP",64,"Male","social",8.93
"MEP",56,"Male","political",15.35
"MEP",56,"Male","social",0
"MEP",50,"Female","political",14.88
"MEP",50,"Female","social",0.02
"MEP",54,"Male","political",14.88
"MEP",54,"Male","social",0
"MEP",51,"Male","political",14.65
"MEP",51,"Male","social",0
"MEP",50,"Male","political",12.56
"MEP",50,"Male","social",2.02
"MEP",71,"Male","political",14.42
"MEP",71,"Male","social",0
"MEP",57,"Male","political",13.95
"MEP",57,"Male","social",0
"MEP",54,"Male","political",13.95
"MEP",54,"Male","social",0
"MEP",65,"Male","political",13.49
"MEP",65,"Male","social",0
"MEP",58,"Male","political",13.49
"MEP",58,"Male","social",0
"MEP",48,"Male","political",13.49
"MEP",48,"Male","social",0
"MEP",40,"Male","political",11.16
"MEP",40,"Male","social",2.25
"MEP",46,"Female","political",8.37
"MEP",46,"Female","social",4.9
"MEP",63,"Male","political",13.26
"MEP",63,"Male","social",0
"MEP",52,"Female","political",9.77
"MEP",52,"Female","social",2.98
"MEP",58,"Female","political",12.56
"MEP",58,"Female","social",0
"MEP",52,"Male","political",6.98
"MEP",52,"Male","social",5.51
"MEP",68,"Male","political",12.09
"MEP",68,"Male","social",0
"MEP",50,"Female","political",11.63
"MEP",50,"Female","social",0
"MEP",48,"Female","political",9.77
"MEP",48,"Female","social",1.64
"MEP",44,"Female","political",11.16
"MEP",44,"Female","social",0
"MEP",32,"Male","political",6.98
"MEP",32,"Male","social",4.15
"MEP",44,"Male","political",6.98
"MEP",44,"Male","social",3.58
"MEP",42,"Male","political",10.23
"MEP",42,"Male","social",0
"MEP",63,"Male","political",9.77
"MEP",63,"Male","social",0
"MEP",44,"Female","political",9.77
"MEP",44,"Female","social",0
"MEP",59,"Male","political",9.3
"MEP",59,"Male","social",0
"MEP",66,"Male","political",7.91
"MEP",66,"Male","social",0
"MEP",59,"Male","political",7.91
"MEP",59,"Male","social",0
"MEP",46,"Male","political",7.91
"MEP",46,"Male","social",0
"MEP",30,"Male","political",6.51
"MEP",30,"Male","social",1.36
"MEP",69,"Male","political",6.98
"MEP",69,"Male","social",0
"MEP",68,"Male","political",6.98
"MEP",68,"Male","social",0
"MEP",65,"Male","political",6.98
"MEP",65,"Male","social",0
"MEP",57,"Male","political",6.98
"MEP",57,"Male","social",0
"MEP",55,"Male","political",6.98
"MEP",55,"Male","social",0
"MEP",36,"Male","political",4.19
"MEP",36,"Male","social",0
"MEP",51,"Male","political",2.79
"MEP",51,"Male","social",0
"MEP",36,"Male","political",0
"MEP",36,"Male","social",1
"MEP",42,"Male","political",0.93
"MEP",42,"Male","social",0
"MEP",49,"Male","political",0
"MEP",49,"Male","social",0
"regLineAge",22,"mean","political",25.6
"regLineAge",22,"mean","social",43.366
"regLineAge",23,"mean","political",25.671
"regLineAge",23,"mean","social",43.126
"regLineAge",24,"mean","political",25.741
"regLineAge",24,"mean","social",42.885
"regLineAge",25,"mean","political",25.812
"regLineAge",25,"mean","social",42.645
"regLineAge",26,"mean","political",25.883
"regLineAge",26,"mean","social",42.404
"regLineAge",27,"mean","political",25.954
"regLineAge",27,"mean","social",42.163
"regLineAge",28,"mean","political",26.025
"regLineAge",28,"mean","social",41.923
"regLineAge",29,"mean","political",26.096
"regLineAge",29,"mean","social",41.682
"regLineAge",30,"mean","political",26.167
"regLineAge",30,"mean","social",41.442
"regLineAge",31,"mean","political",26.238
"regLineAge",31,"mean","social",41.201
"regLineAge",32,"mean","political",26.309
"regLineAge",32,"mean","social",40.96
"regLineAge",33,"mean","political",26.379
"regLineAge",33,"mean","social",40.72
"regLineAge",34,"mean","political",26.45
"regLineAge",34,"mean","social",40.479
"regLineAge",35,"mean","political",26.521
"regLineAge",35,"mean","social",40.239
"regLineAge",36,"mean","political",26.592
"regLineAge",36,"mean","social",39.998
"regLineAge",37,"mean","political",26.663
"regLineAge",37,"mean","social",39.757
"regLineAge",38,"mean","political",26.734
"regLineAge",38,"mean","social",39.517
"regLineAge",39,"mean","political",26.805
"regLineAge",39,"mean","social",39.276
"regLineAge",40,"mean","political",26.876
"regLineAge",40,"mean","social",39.036
"regLineAge",41,"mean","political",26.947
"regLineAge",41,"mean","social",38.795
"regLineAge",42,"mean","political",27.017
"regLineAge",42,"mean","social",38.554
"regLineAge",43,"mean","political",27.088
"regLineAge",43,"mean","social",38.314
"regLineAge",44,"mean","political",27.159
"regLineAge",44,"mean","social",38.073
"regLineAge",45,"mean","political",27.23
"regLineAge",45,"mean","social",37.833
"regLineAge",46,"mean","political",27.301
"regLineAge",46,"mean","social",37.592
"regLineAge",47,"mean","political",27.372
"regLineAge",47,"mean","social",37.352
"regLineAge",48,"mean","political",27.443
"regLineAge",48,"mean","social",37.111
"regLineAge",49,"mean","political",27.514
"regLineAge",49,"mean","social",36.87
"regLineAge",50,"mean","political",27.585
"regLineAge",50,"mean","social",36.63
"regLineAge",51,"mean","political",27.655
"regLineAge",51,"mean","social",36.389
"regLineAge",52,"mean","political",27.726
"regLineAge",52,"mean","social",36.149
"regLineAge",53,"mean","political",27.797
"regLineAge",53,"mean","social",35.908
"regLineAge",54,"mean","political",27.868
"regLineAge",54,"mean","social",35.667
"regLineAge",55,"mean","political",27.939
"regLineAge",55,"mean","social",35.427
"regLineAge",56,"mean","political",28.01
"regLineAge",56,"mean","social",35.186
"regLineAge",57,"mean","political",28.081
"regLineAge",57,"mean","social",34.946
"regLineAge",58,"mean","political",28.152
"regLineAge",58,"mean","social",34.705
"regLineAge",59,"mean","political",28.223
"regLineAge",59,"mean","social",34.464
"regLineAge",60,"mean","political",28.293
"regLineAge",60,"mean","social",34.224
"regLineAge",61,"mean","political",28.364
"regLineAge",61,"mean","social",33.983
"regLineAge",62,"mean","political",28.435
"regLineAge",62,"mean","social",33.743
"regLineAge",63,"mean","political",28.506
"regLineAge",63,"mean","social",33.502
"regLineAge",64,"mean","political",28.577
"regLineAge",64,"mean","social",33.261
"regLineAge",65,"mean","political",28.648
"regLineAge",65,"mean","social",33.021
"regLineAge",66,"mean","political",28.719
"regLineAge",66,"mean","social",32.78
"regLineAge",67,"mean","political",28.79
"regLineAge",67,"mean","social",32.54
"regLineAge",68,"mean","political",28.861
"regLineAge",68,"mean","social",32.299
"regLineAge",69,"mean","political",28.931
"regLineAge",69,"mean","social",32.059
"regLineAge",70,"mean","political",29.002
"regLineAge",70,"mean","social",31.818
"regLineAge",71,"mean","political",29.073
"regLineAge",71,"mean","social",31.577
"regLineAge",72,"mean","political",29.144
"regLineAge",72,"mean","social",31.337
"regLineAge",73,"mean","political",29.215
"regLineAge",73,"mean","social",31.096
"regLineAge",74,"mean","political",29.286
"regLineAge",74,"mean","social",30.856
"regLineAge",75,"mean","political",29.357
"regLineAge",75,"mean","social",30.615
"regLineAge",76,"mean","political",29.428
"regLineAge",76,"mean","social",30.374
"regLineAge",77,"mean","political",29.498
"regLineAge",77,"mean","social",30.134
"regLineAge",78,"mean","political",29.569
"regLineAge",78,"mean","social",29.893
"regLineAge",79,"mean","political",29.64
"regLineAge",79,"mean","social",29.653
"regLineAge",80,"mean","political",29.711
"regLineAge",80,"mean","social",29.412
"regLineAge",81,"mean","political",29.782
"regLineAge",81,"mean","social",29.171
"regLineAge",82,"mean","political",29.853
"regLineAge",82,"mean","social",28.931
"regLineAge",83,"mean","political",29.924
"regLineAge",83,"mean","social",28.69
"regLineAge",84,"mean","political",29.995
"regLineAge",84,"mean","social",28.45
"regLineAge",85,"mean","political",30.066
"regLineAge",85,"mean","social",28.209
"regLineAge",86,"mean","political",30.136
"regLineAge",86,"mean","social",27.968
"regLineAge",87,"mean","political",30.207
"regLineAge",87,"mean","social",27.728
"regLineAge",88,"mean","political",30.278
"regLineAge",88,"mean","social",27.487
"regLineGender",51.5035460992908,"Male","political",26.955
"regLineGender",51.5035460992908,"Male","social",33.472
"regLineGender",51.5035460992908,"Female","political",28.85
"regLineGender",51.5035460992908,"Female","social",40.666
